Deal ID,Spatial accuracy level,Location,Point,Facility name,Location description,Comment on location
2237,Coordinates,"Yendi, Ghana","9.3821,-0.36323",,,"4,844.20 acres of land at Kpachaa and 8,803.10 acres at Kpalikpari both in the Yendi District of the Northern Region.
Location based on photo coordinates taken during field visit in Kpachaa. Just to the north east of the place marker is a dam that most likely was constructed by the company."
2241,Coordinates,"Agogo, Ghana","6.96769,-0.9603",,,"surrounding area of Agogo, Ashanti region
 Asante Akyim North district

Spatial data derived from satellite imagery."
2242,Country,Ghana,"7.94653,-1.02319",,,No location information
2249,Administrative region,"Vatovorona, Madagascar","-20.88333,46.71667",,,
2257,Administrative region,"Analalava, Madagascar","-14.68816,47.84273",,,"Sofia Region. commune AMBAROJEBY SUD, district of analalava"
2266,Administrative region,"Analamanga, Madagascar","-16.43326,48.51523",,,
2271,Administrative region,"Chimoio, Mozambique","-19.11667,33.45",,,"Chimoio, Manica province in the Beira corridor"
2283,Administrative region,"Cabo Delgado, Mozambique","-12.33355,39.32062",,,"Chipemba; Mapupulu, Balma district, Capo Delgado"
2289,Administrative region,"Cluny, Mauritius","-20.37072,57.60637",,,
2290,Approximate location,"Britannia, Mauritius","-20.45038,57.56177",,,Mainly south and central parts of the country. Location still unknown.
2290,Approximate location,"Benares, Mauritius","-20.48445,57.58938",,,
2290,Approximate location,"Mon Desert, Mauritius","-20.45232,57.67541",,,
2290,Approximate location,"Plaines Wilhems District, Mauritius","-20.30549,57.48536",,,Highlands
2293,Administrative region,"Al Dabbah, Sudan","18.05247,30.94981",,,"""in the North"", 3 different projects"
2297,Administrative region,"Merowe, Sudan","18.46894,31.8164",,,"Melovue,  White Nile State"
2309,Approximate location,"Tindalo, South Sudan","5.65267,31.05127",,,"Tindilo Community, Terekeka County in Central Equatoria State"
2313,Administrative region,"Abu Hamad, Sudan","19.53564,33.32055",,,
2323,Administrative region,"Nile, Sudan","19.14081,32.5012",,,Nile State
2332,Administrative region,"Wad Rawah, Sudan","15.16027,33.12588",,,Wad Rawah about 100 km south of Khartoum. Gezira.
2335,Administrative region,"Blue Nile, Sudan","11.58601,34.15319",,,"Agadi,  Blue Nile state"
2352,Exact location,"Rabak, Sudan","13.09394,32.98273",,,"Eastern Bank of White Nile
KSC production site is located approximately 270 KM south to Khartoum"
2353,Administrative region,"White Nile, Sudan","13.01195,32.80384",,,"West bank White Nile River, 100km west of Kenana I in White Nile State. Rabak City"
2363,Administrative region,"Rudewa, Tanzania","-6.68333,37.13333",,,"West along the Morogoro road; 320 kilometres away, in the interior of the Morogoro region"
2369,Approximate location,"R539, 1202, South Africa","-25.4281,30.74364",,,"Barvale is situated in Mpumalanga, approximately 25km west of Nelspruit."
2371,Exact location,"Saba, Sierra Leone","7.31932,-11.50197",,,"Southern, Pujehun (Malen Chiefdom)"
2375,Administrative region,"Sanga, Mozambique","-12.41405,35.40849",,,"Sanga district, Niassa province"
2375,Administrative region,"Lichinga, Mozambique","-13.30236,35.24781",,,"Lichinga  + Chimbonila districts, Niassa province"
2375,Administrative region,"Muembe, Mozambique","-12.7641,35.74069",,,"Muembe district, Niassa province"
2376,Administrative region,"Lichinga, Mozambique","-13.30236,35.24781",,,"Lichinga/Chimbonila districts. Total area granted 15,381ha"
2376,Administrative region,"Lago, Mozambique","-12.33562,34.95066",,,"Lago district: Total area granted: 8,607ha"
2377,Administrative region,"Zambezia Province, Mozambique","-16.5639,36.60939",,,Zambézia
2379,Administrative region,"Zambezia Province, Mozambique","-16.5639,36.60939",,,Zambézia
2382,Administrative region,"Sofala, Mozambique","-19.20391,34.86242",,,
2383,Administrative region,"Condué, Mozambique","-18.7199,34.84917",,,"Condue, Sofala"
2385,Exact location,"Chokwe, Mozambique","-24.46812,32.9402",Matuba Farm,,"The PROJECT shall be based at the District Post (Posto Administrativo) of Macarretane, Matuba Locality, District of Chókwe, Province of Gaza."
2386,Administrative region,"Limpopo National Park, Mozambique","-23.6548,32.1746",,,Gaza - located in Parque Nacional do Limpopo (Limpopo National Park).
2387,Administrative region,"Gaza Province, Mozambique","-23.02219,32.71814",,,Gaza
2388,Administrative region,"Malvernia, Mozambique","-22.08333,31.68333",,,"Chicualacuala, Gaza"
2398,Administrative region,"Rufiji River, Tanzania","-8.10215,38.37562",,,Nyamwage and Ikwiriri villages
2399,Administrative region,"Rufiji River, Tanzania","-8.10215,38.37562",,,
2401,Administrative region,"Serenje, Zambia","-13.21979,30.24207",,,Nansanga Farm Block
2402,Administrative region,"Mazabuka, Zambia","-15.96266,28.01861",,,"-15.83244,+27.77994, -15°49'0.01"" 27°55'0.01""
, between -15°51'0.00"" 27°55'0.00"" and -15°49'0.00"" 27°53'0.00"""
3008,Exact location,"Tonkolili, Sierra Leone","8.6622,-12.01105",,,"Tonkolili, Sierra Leone
One source states close to Mabum- but could see no production in that area."
3014,Administrative region,"Bureh Town, Sierra Leone","8.20518,-13.15643",,,"Bureh chiefdom, Northern Port Loko"
3017,Administrative region,"Mubende, Uganda","0.5575,31.395",,,
3017,Administrative region,"Kiboga, Uganda","0.91011,31.77052",,,
3017,Administrative region,"Bugiri, Uganda","0.56333,33.75194",,,
3020,Exact location,"Bukaleba, Uganda","0.41306,33.39361",,,"Bugaleba, Mayuge district,  on the shores of lake Victoria about 120 km east of the capital Kampala."
3022,Administrative region,"Massingir, Mozambique","-23.921,32.162",,,"Massingir, Gaza Province
Coordinates: -23.921305632189295, 32.1624755859375"
3023,Administrative region,"Chimoio, Mozambique","-19.23075,33.14926",,,"Macs-In-Moz is located near Sussundenga, 40 kilometers from the city of Chimoio, capital of the province of Manica."
3024,Administrative region,"Monapo, Mozambique","-14.91694,40.30222",,,
3024,Administrative region,"Namialo, Mozambique","-14.92056,39.98361",,,
3025,Administrative region,"Lugela, Mozambique","-16.42912,36.75097",,,Alto Lugela and Namagoa village
3026,Approximate location,"Papai, Mozambique","-14.04306,38.52966",,,"Namuno, Cabo Delgado"
3027,Administrative region,"Marrupa, Mozambique","-13.19385,37.49272",,,"The Marangira Concession is located 130 km south of Tanzania’ s Selous Game Reserve, bordering on the Niassa National Reserve to its north."
3028,Administrative region,"Barue, Mozambique","-18.04359,33.25879",,,Catandica and Nhacangale villages
3029,Administrative region,"Marracuene, Mozambique","-25.73938,32.67436",,,"Machudo, Marracuene, Maputo"
3030,Administrative region,"Mopeia, Mozambique","-17.98,35.715",,,Zambezia province
3031,Exact location,"Malanga, Mozambique","-13.47592,36.12602",,,"Malanga, Majune, Niassa"
3032,Administrative region,"Mutarara, Mozambique","-17.44173,35.07459",,,"Mutarara, Tete"
3034,Administrative region,"Xai-Xai District, Mozambique","-25.05,33.65",,,"Xai-Xai, Gaza"
3037,Exact location,"Gurue, Mozambique","-15.48207,37.09758",,,
3038,Exact location,"Gurue, Mozambique","-15.48021,37.09923",,,
3039,Administrative region,"Meconta, Mozambique","-14.96,39.846",,,Another data source states Nampula.
3041,Administrative region,"Gurue, Mozambique","-15.47149,36.98097",,,"Gurue, Zambezia. Niuce-Tetete"
3074,Administrative region,"Akamkpa, Nigeria","5.31898,8.34992",,,Biase plantation
3074,Administrative region,"Calaro, Nigeria","5.25972,8.25444",,,Calaro plantation
3074,Administrative region,"Ibese, Nigeria","6.94694,3.03519",,,Ibiae plantation
3075,Administrative region,"Edo, Nigeria","6.54381,5.89871",,Urhonigbe Rubber Plantation,Orhionmwon Local Government Area of Edo State
3075,Administrative region,"Delta, Nigeria","5.53246,5.89871",,,
3075,Administrative region,"Iludun, Nigeria","7.94398,5.24886",,,Ogun State
3075,Administrative region,"Araromi Obu, Nigeria","6.60356,4.49285",,,Ondo state
3077,Exact location,"Presco Plc, Obaretin Estate, Benin Sapele Rd, Benin City, Nigeria","6.13927,5.71462",Obaretin Estate,,22 km by road to the south of Benin City. It is situated between the main Benin / Sapele road and the Benin / Sakpoba road. Edo state.
3078,Exact location,"Benin City, Nigeria","5.9694,5.58494",,,Along Ethiope river. Located in Delta state.
3079,Administrative region,"Ologbo Bridge, Nigeria","6.05223,5.66424",,,
3084,Administrative region,"Cuito Cuanavale, Angola","-15.16667,19.16667",,,
3100,Exact location,"Benin City, Nigeria","6.40527,5.25905",,Main estate and Extension 1,"The Okomu estate is located in Edo State, near the Okomu Forest Reserve and Osse River."
3102,Administrative region,"Okitipupa, Nigeria","6.50248,4.77951",,,Several estates around Okitipupa
3117,Coordinates,"Chibombo, Zambia",,,,"45km northeast of Lusaka, ON AIRPORT CHISAMBA RD 2KM CHISAMBA TOWN
Latitude:-15° 11.474'
Longitude:28° 23.129'

Was unable to parse location.
The values are: lat:-15°11.474' lon:28 23.129'"
3124,Administrative region,"Mazabuka, Zambia","-15.96266,28.01861",,,
3125,Administrative region,"Mpongwe, Zambia","-13.50833,28.16667",,,Somawhe estates is located in Nampamba area within the Mpongwe development zone of Mpongwe District in the Copperbelt Province of Zambia.
3126,Administrative region,"Lusaka, Zambia","-15.40819,28.28717",,,
3154,Administrative region,"Central Region, Uganda","0.25408,31.99281",,,Spread over 3 farms- central Uganda
3155,Coordinates,"Bugiri, Uganda","0.51424,33.88515",,,
3156,Exact location,"Kachung, Uganda","2.02318,32.96118",,Lanog Forest Reserve,"Kachung Central Forest Reserves, Dokolo District, Northern Region"
3164,Administrative region,"Morogoro, Tanzania","-6.8221,37.66116",,,
3175,Administrative region,"Gwit, South Sudan","9.11667,29.91667",,,Unity State
3200,Administrative region,"Belo, Cameroon","6.13606,10.25721",,,"Kribi, Loukondje, Bipindi, Lolordof and Mvengue regions. Part of the contract area covers a logging concession with an approved management plan."
3205,Administrative region,"Rutshuru, Democratic Republic of the Congo","-1.18333,29.45",,,
3209,Administrative region,"Bandundu, Democratic Republic of the Congo","-3.31523,17.3856",,,
3209,Administrative region,"Bas Congo, Democratic Republic of the Congo","-5.23657,13.9144",,,
3209,Administrative region,"Kinshasa, Democratic Republic of the Congo","-4.33167,15.31389",,,
3214,Coordinates,"Isangi, Democratic Republic of the Congo","0.60748,24.03065",,,"The original Safbois concession consists of two sections, a large concession (252,000 ha) just south of the Congo River near the town of Isangi and a smaller, adjacent concession (96,000 ha) further to the south.  The coordinate centroid of the project area is 0o24’ N, 23o55’ E.

Contract area shapefile from DRC Forest Atlas."
3214,Coordinates,"Tshopo, Democratic Republic of the Congo","0.18758,23.84849",,,Contract area shapefile from DRC Forest Atlas.
3215,Administrative region,"Yalusaka, Democratic Republic of the Congo","-1.05617,22.91723",,,
3230,Administrative region,"Isangi, Democratic Republic of the Congo","0.78002,24.2658",,,"Luge location, 25km from Isangi town. Located in Imbolo, in the Tshopo District, Isangi Territory.
Within the forestry concession owned by SAFBOIS (deal 3214)"
3231,Exact location,"Basankusu, Democratic Republic of the Congo","1.01702,20.00624",,,"Lisafa plantations
Conflicts around Towsi forest"
3231,Administrative region,"Ndeke, Democratic Republic of the Congo","1.07135,20.02353",,,
3233,Administrative region,"Bongandanga, Democratic Republic of the Congo","1.5074,21.07287",,,
3234,Exact location,"Binga, Democratic Republic of the Congo","2.34057,20.50633",,,"Binga Division is located in the Equateur Province, Mongala District, in Lisala Territory."
3235,Administrative region,"Tshela, Democratic Republic of the Congo","-5.00777,12.96082",,,"Mayumbe, Nganda Sundi"
3263,Administrative region,"Blue Nile, Sudan","11.58601,34.15319",,,Blue Nile area
3265,Administrative region,"Al Qadarif, Sudan","14.02431,35.36857",,,Al Qadarif is also spelt Gadaref
3269,Administrative region,"Ferkessédougou, Côte d'Ivoire","9.59405,-5.20231",,,"Les deux sucreries de SUCAF CI sont situées à Ferkessédougou dans le Nord de la Côte d’Ivoire, à proximité des frontières du Burkina Faso (80km) et du Mali (110km).
Les sites de Ferké 1 et Ferké 2 sont à 35km l’un de l’autre."
3271,Administrative region,"Guiglo, Côte d'Ivoire","6.54336,-7.48271",,,"The estate is located 27 km from Zagné, in the prefecture of Guiglo in the region of Moyen Cavally."
3272,Exact location,"Ayénoua, Côte d'Ivoire","5.35231,-3.36782",,,"located in the village of Ayanouan, approximately two hours southeast of the major port in Abidjan."
3275,Administrative region,"Azaguié, Côte d'Ivoire","5.63333,-4.08333",,,
3275,Administrative region,"Agboville, Côte d'Ivoire","5.93333,-4.21667",,,
3275,Administrative region,"Motobé, Côte d'Ivoire","5.30876,-3.63571",,,
3326,Coordinates,"Morila, Mali","11.67911,-6.84983",,,"280 kilometres south east of Bamako
11.67910556
-6.849827778

Spatial data derived from the Mapathon 2020."
3333,Administrative region,"Sibbinda, Namibia","-17.78322,23.82575",,,"The project is situated in the eastern part of Zambezi Region, midway between the Trans-Caprivi Highway from Kongola to Katima Mulilo and the gravel road running south-west to Chinchimane and
onwards. Planned
for implementation in the Sibinda Constituency"
3334,Administrative region,"Diana, Madagascar","-13.40865,49.20309",,,Another data source states High Plateau-- Analamanga.
3336,Administrative region,"Tsinjoarivo, Madagascar","-19.63668,47.68064",,,"situated in the district of Tsinjoarivo, in the north-west part of Bongolava"
3337,Administrative region,"Atsinanana, Madagascar","-18.81315,48.88",,,
3341,Administrative region,"Abderafi, Ethiopia","13.75,36.5",,,
3342,Administrative region,"Oromia, Ethiopia","7.54604,40.63469",,,
3345,Exact location,"Franceville, Gabon","-1.68267,13.37085",,,"SUCAF Gabon is located in Ouéllé, close to Franceville and Moanda"
3346,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3348,Administrative region,"Dangla, Ethiopia","11.25715,36.84117",,,"Dangila, Amhara Region"
3350,Administrative region,"Shashemene, Ethiopia","7.2,38.6",,,
3352,Administrative region,"Bitam, Gabon","2.07768,11.48874",,,"Bitam, Mitzic and Kango Estates (Rubber)."
3352,Administrative region,"Mitzic, Gabon","0.78542,11.55333",,,
3352,Administrative region,"Nyanga, Gabon","-2.8821,11.16174",,,Nyanga province (Cattle).
3353,Exact location,"Kwale, Kenya","-4.39713,39.44013",,,"50km from Mombasa, 10km Inland from the coast."
3354,Administrative region,"Gondar, Ethiopia","12.6,37.46667",,,
3355,Administrative region,"Afar, Ethiopia","11.75594,40.95869",,,
3356,Administrative region,"Mumias, Kenya","0.33333,34.48333",,,"Mumias, Butere, Kakamega, Bungoma, Siaya, Busia and Teso districts"
3356,Administrative region,"Butere, Kenya","0.21667,34.5",,,
3356,Administrative region,"Kakamega, Kenya","0.28273,34.75186",,,
3356,Administrative region,"Bungoma, Kenya","0.56937,34.56114",,,
3356,Administrative region,"Siaya, Kenya","0.06263,34.28781",,,
3356,Administrative region,"Busia, Kenya","0.46077,34.11146",,,
3356,Administrative region,"Teso, Kenya","3.46056,39.06",,,
3357,Administrative region,"Amhara, Ethiopia","11.34942,37.97846",,,
3358,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3360,Country,Ethiopia,"9.145,40.48967",,,No location information.
3363,Administrative region,"Tigray, Ethiopia","14.03233,38.31657",,,"Humera district, Tigray region"
3389,Coordinates,"Asubima Forest Reserve, Ghana","7.38637,-1.85766",,,"compartments 1-13, 27 and 28 of the Asubima FR, compartments 8, 19-22, 27, 28 and 33-35 of Afrensu Brohuma Forest Reserve (in 2010) plus compartments 12, 29 and 32 in 2012. Each compartment is 1600m*800m (128ha), thus totaling 1664ha in this reserve.
Asubima FR and Afrensu Brohuma FR share a common boundary over 4,800m of which 1,600m is part of the Form Ghana concessions. 
The Asubima and Afrensu concessions border each other, with the Asubima concession forming the northern part and the Afrenso Brohuma concession the southern part
Spatial data derived from a map on the company website."
3391,Coordinates,"Hodzoga, Ghana","6.65189,0.56742",,,Hodzo in the Volta Region. Hodzo is a small village outside Ho (i.e. the regional capital).
3398,Coordinates,"Brenkente, Ghana","8.18414,-0.62836",,,"Pru District of the Brong Ahafo Region. 4,210ha plus buffer zone
Contract area derived from EIA."
3398,Coordinates,"Chirepo, Ghana","8.06013,-0.54988",,,"42,243ha plus buffer zone

Contract area derived from EIA."
3399,Coordinates,"Lake Volta, Ghana","6.83003,-0.63487",,,"Africa Atlantic has leased and registered land for agricultural development on the Afram Plains, part of the Kwahu Traditional Area.

Spatial data derived from satellite imagery."
3401,Administrative region,"Asuom, Ghana","6.25969,-0.87529",,,Oil mill in Asuom
3403,Approximate location,"Mengo, Congo","-1.98547,15.00461",,,Same location as where its sister company has a potash mining permit (case #1160)
3404,Coordinates,"Awura, Ghana","7.2295,-1.32337",Awura Forest Reserve,,"Obtained in 2017. Compartments 46-48, 50-54, 56-58 
Contract area derived from ESIA report."
3404,Coordinates,"Chirimfa, Ghana","7.06667,-1.23306",Chirimfa Forest Reserve,,"Obtained in 2017 Compartments 57-70, 72, 75, 76, 78-85, 87, 89
Contract area derived from ESIA report."
3404,Coordinates,"Agogo, Ghana","6.86926,-1.12237",Block G,Boumfun Forest Reserve,"Block G (Compartments 101, 102, 103, 104, 106, 108, 109, 111). 
In 2012 the company obtained the lease rights to compartments 105, 107, 110, 112.
Contract area derived from ESIA report."
3404,Coordinates,"Agogo, Ghana","6.87265,-1.06535",Block F,Boumfun Forest Reserve,"Block F (Compartments 120, 123, 124, 127, 131, 134, 135, 138, 139) 
In 2012 the company obtained the lease rights to compartments 119, 130, 146, and 115.
Contract area derived from ESIA report."
3404,Coordinates,"Kumawu, Ghana","6.90509,-1.10314",Block E,Boumfun Forest Reserve,"Block E (Compartments 89, 90, 96, 97). In 2012 the company obtained the lease rights to compartments 87, 88, 94
Contract area derived from ESIA report."
3404,Coordinates,"Agogo, Ghana","6.93077,-1.02703",Block D,Boumfun Forest Reserve,"Compartments 154, 155, 156, 157. In 2012 the company obtained the lease rights to compartment 160
Contract area derived from ESIA report."
3404,Coordinates,"Agogo, Ghana","6.99187,-1.22351",Block C,Boumfun Forest Reserve,"Block C (compartments 181, 182, 196). 
Block C will not be subjected to any plantation development by NMFC because of its prohibitive distance and location from Agogo; as well as its close proximity to the Bomfobiri Wildlife Sanctuary. 
Contract area derived from ESIA report."
3404,Coordinates,"Kumawu, Ghana","6.94141,-1.11021",Block A,,"Block A (Compartments 48, 52, 53, 54, 55, 61, 62, 63, 64, 72, 74) 
Contract area derived from ESIA report."
3404,Coordinates,"Kumawu, Ghana","6.9196,-1.13864",Block B,,"Block B (Compartments 29, 30, 70, 78), Kumawu portion 
Contract area derived from ESIA report."
3424,Exact location,"Mile 91, Tonkolili, Sierra Leone","8.46999,-12.30272",,,"Tonkolili District of Sierra Leone, 90 miles from Freetown, and adjacent to the country's major highway into Freetown."
3425,Administrative region,"Gilo River, Ethiopia","8.12966,33.19854",,,"Agnuwak zone, Goge district, Goge-Geberiele wedera, Gambella. 125km from Gambella."
3429,Administrative region,"Pujehun, Sierra Leone","7.35056,-11.71806",,,
3432,Exact location,"Richard Toll, Senegal","16.42746,-15.75482",Compagnie Sucrière Sénégalaise (CSS),,"On the Senegal River

Spatial data derived from the Mapathon 2020."
3433,Exact location,"Gnit, Sénégal","16.17526,-15.91161",,,The land is located on the peripheral zone of the Ndiael Nature Reserve.
3437,Administrative region,"Anambe, Senegal","12.95225,-14.1492",,,Anambe river basin
3441,Exact location,"Moatize, Mozambique","-16.17998,33.80955",,,Moatize region
3442,Administrative region,"Gorongosa, Mozambique","-18.68333,34.06667",,,"Sofala province. The project zone is split into two sites, the Gorongosa and Zambezi Delta sites"
3443,Administrative region,"Lichinga, Mozambique","-13.30037,35.23962",,,
3447,Administrative region,"Montserrado, Liberia","6.55258,-10.52961",,,"Power plants to be built in Montserrado County, and in Kakata -in Margibi County."
3447,Administrative region,"Grand Bassa, Liberia","6.23085,-9.81249",,,Smallholder farmers in Grand Bassa county
3447,Coordinates,"Kakata, Liberia","6.52393,-10.37155",,,"Power plants to be built in Montserrado County, and in Kakata- in Margibi County. 
Exact co-ordinates from contract (this is where one of the power plants was due to be built)."
3448,Administrative region,"River Cess, Liberia","5.90253,-9.45615",,,Morweh district
3449,Administrative region,"Timbo, Liberia","5.57361,-9.71996",,,"Timbo district, Rivercess county"
3450,Administrative region,"Grand Gedeh, Liberia","5.92221,-8.2213",,,"Tappita, B'Hai, Gbarson, Nloweh in Grand Gedeh,"
3450,Administrative region,"River Cess, Liberia","5.90253,-9.45615",,,River Cess county
3450,Administrative region,"Nimba, Liberia","6.84276,-8.66006",,,
3451,Administrative region,"Konobo, Liberia","5.75987,-7.87216",,,"Konobo, Gbeapo, Webbo in Grand Gedeh and River Gee"
3451,Administrative region,"Gbeapo, Liberia","5.27982,-7.98108",,,
3452,Administrative region,"Grand Gedeh, Liberia","5.92221,-8.2213",,,"Grand Gedeh- 78,055 ha"
3452,Administrative region,"Sinoe, Liberia","5.49871,-8.66006",,,"Sinoe- 53,411ha"
3458,Coordinates,"Kakata, Liberia","6.57695,-10.31176",,,"Salala Rubber Corporation is situated in Dining-Ta Clan, 8 km west of the national highway and 19 km north of the provincial city of Kakata, Margibi County"
3460,Exact location,"Buchanan, Liberia","6.11344,-9.74857",,45km northwest of Buchanan,"The Liberian Agricultural Company (LAC) is located in District #3, Grand Bassa County. The concession areas cover land lying between the St. John River and the Cestos River South of Compound #3, and it has a total acreage not exceeding three hundred thousand acres (300,000) or one hundred twenty one thousand five hundred hectares (121, 500);"
3463,Exact location,"Pleebo, Liberia","4.58471,-7.61532",,,"22km from the Port of Harper; 
Coordinates of contract area in contract, page 62 (Appendix 1)"
3464,Administrative region,"Maryland, Liberia","4.72589,-7.74167",,,Getetabo
3464,Administrative region,"River Gee, Liberia","5.26049,-7.87216",,,
3481,Administrative region,"Cubal, Angola","-13.03897,14.24757",,,
3482,Administrative region,"Bengo, Angola","-9.10423,13.72892",,,
3483,Administrative region,"Ambriz, Angola","-7.86308,13.11926",,,North of Ambriz
3492,Exact location,"Ngakobo, Central African Republic","5.31441,20.70387",,,"Le site se situe à Ngakobo, à 460km au Nord Est de BANGUI dans la préfecture de la OUAKA sur un domaine de 5 137 ha."
3624,Country,Egypt,"26.82055,30.8025",,,No location information
3625,Exact location,"Marsa Alam, Qesm Marsa Alam, Red Sea Governorate, Egypt","24.95967,34.69804",,,"Sukari Hill. Approximately 700km from Cairo and 25km from the Red Sea. Approximately 23km south-west of Marsa Alam, a coastal town near the Red Sea. Eastern Desert."
3635,Administrative region,"Stellenbosch, South Africa","-33.92312,18.86522",,,
3636,Administrative region,"Cape Town, South Africa","-33.92487,18.42406",,,Farmsecure is headquartered in Cape Town (South Africa) and its operations are well spread across South Africa.
3637,Administrative region,"KwaZulu-Natal, South Africa","-28.53055,30.89582",,,The company owns farms across the country
3637,Administrative region,"Western Cape, South Africa","-33.22779,21.85686",,,
3637,Administrative region,"Northern Cape, South Africa","-29.04668,21.85686",,,
3637,Administrative region,"Eastern Cape, South Africa","-32.29684,26.41939",,,
3637,Administrative region,"Gauteng, South Africa","-26.27076,28.11227",,,
3676,Administrative region,"Akwa Ibom, Nigeria","4.92999,7.87216",,,"From Ekperi to Anegbette in Etsako Central Edo State, covering fourteen communities"
3733,Administrative region,"Pissa, Central African Republic","4.05194,18.19778",,,Pissa in Lobaye Mbaiki sub-prefecture
3735,Exact location,"Nkok, Gabon","0.39376,9.61081",,,
3736,Country,Gabon,"-0.80369,11.60944",,,No location information
3738,Exact location,"Bankana, Democratic Republic of the Congo","-4.4489,16.20221",,,"Ibi village, located on the Batéké Plateau approximately 150 kilometers from the capital Kinshasa
Ibi Village se trouve à 140 km du centre de Kinshasa, dans la commune de Maluku, entre les rivières Lufimi (Est) et Duale (Ouest), et se déploie sur les 220 km² du plateau des Bateke. On y accède par la Route Nationale 1."
3743,Country,Côte d'Ivoire,"7.53999,-5.54708",,,Location unknown. 
3744,Country,Côte d'Ivoire,"7.53999,-5.54708",,,Several locations across the country- no location information.
3745,Administrative region,"Bolo, Côte d'Ivoire","7.98333,-6.71667",,,Processing facilities in Bolo and Soubre.
3746,Exact location,"sogb Côte d'Ivoire, Côte d'Ivoire","4.6833,-7.08993",,,
3746,Exact location,"sogb Côte d'Ivoire, Côte d'Ivoire","4.67005,-7.13105",,,
3747,Exact location,"Brabanta, Democratic Republic of the Congo","-4.39593,20.34797",,,Located on the banks of the Kasai River. The concession is made up of multiple parcels.
3750,Administrative region,"Gewana, Ethiopia","10.16639,40.64528",,,Afar province
3751,Country,Ethiopia,"9.145,40.48967",,,Multi-regional
3753,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3761,Coordinates,"Asunafo South, Ghana","6.90522,-2.60938",,,"Brongo-Ahafo province
Mim mountains in Ghana
The area in operation is derived from JRC analysis. The mapathon initiated by the LM demarcated a smaller area.
Spatial data derived from satellite imagery."
3762,Administrative region,"Lartebiokorshie, Accra, Ghana","5.55328,-0.24014",,,Laterbiorkorshie
3764,Coordinates,"Volta, Ghana","5.92616,0.67359",,,"Agave in the Volta Region. Kpenu, Dabala, South Tongu District

Spatial data derived from satellite imagery."
3765,Coordinates,"Akuse, Ghana","6.04975,0.23726",,,"Kasunya in the Shai Osudoku district: 1846ha for bananas
Spatial data derived from satellite imagery by JRC."
3765,Coordinates,"Nsawam, Ghana","5.70344,-0.45568",,,Obom village in Amasaman in the Ga South district: 233ha for pineapple.
3766,Administrative region,"Winneba, Ghana","5.33871,-0.62284",,,Also in Traboumo. 40km from Accra the capital city of Ghana and 10 km from Winneba
3766,Approximate location,"Manso, Ghana","5.0872,-1.83793",,,
3767,Administrative region,"Agona, Ghana","6.9347,-1.48699",,,"two production plants in the Central and Western regions of Ghana. The first is situated on a 50 acre site in the village of Duakwa within the Agona district; the second is on a 100 acre site at Ayiem in the Mpohor /Wassa East district, close to Takoradi."
3767,Administrative region,"Mpohor, Ghana","4.97265,-1.89405",,,"two production plants in the Central and Western regions of Ghana. The first is situated on a 50 acre site in the village of Duakwa within the Agona district; the second is on a 100 acre site at Ayiem in the Mpohor /Wassa East district, close to Takoradi."
3768,Coordinates,"Volta Region, Ghana","6.05829,0.5828",GADCO Farm,South Tongu District of Ghana's Volta Region,"South Tongu district. Fievie, near Adidome in the Volta Region

Spatial data derived from JRC satellite imagery."
3770,Exact location,"Abrubruwa, Ghana","7.9184,0.57081",,Brewaniase Estate,Spatial data of contract area derived from environmental management plan.
3771,Exact location,"Kwae, Ghana","6.24638,-0.95467",,,"The Kwae estate is located near Kade, in the Eastern Region of Ghana, and has a total concession of 8,953 ha. Another source states 8951 ha.

Spatial data derived from satellite imagery."
3771,Administrative region,"Kade, Ghana","6.08333,-0.83333",,,The second industrial plantation is the Okumaning estate which has a total concession of 5200 ha. Another source states 8074 ha.
3772,Administrative region,"Shai Hills, Shai Hills Production Reserve, Ghana","5.9,0.06667",,,"Two of the properties are located at about 40 km from Tema, and close to the Volta River. The other property is located between Accra and Cape Coast"
3773,Coordinates,"Prestea, Ghana","4.94143,-1.89026",,,"4000 hectares of land are located in Prestea.
Spatial data in operation derived from JRC satellite imagery, contract area derived from RSPO public summary report."
3773,Coordinates,"Prestea, Ghana","4.85307,-1.91198",,,Contract area derived from RSPO public summary report.
3774,Administrative region,"Kwale, Kenya","-4.17444,39.46028",,,80 km south of Mombasa
3776,Administrative region,"Western Region, Uganda","1.44194,31.20278",,,six tea estates which are spread across Western Uganda
3778,Administrative region,"Volta River, Ghana","6.03652,0.37131",,,"farm situated on the East bank of the River Volta, two hours north of Accra"
3779,Administrative region,"Lusaka, Zambia","-15.38753,28.32282",,,It looks like 3 different farms in Lusaka and Copperbelt
3781,Administrative region,"Ashanti, Ghana","6.74704,-1.52086",,,Afram Plains
3783,Exact location,"Kaindu, Zambia","-14.66114,26.94747",,,"Off MUMBWA RD KASEMPA RD, Office buildings on-site, located in the Big Concession farm block (on brownfield sites)."
3784,Administrative region,"Cabo Delgado, Mozambique","-12.33355,39.32062",,,Eastern Miombo Woodlands in Mozambique
